No|             BAT_NAME|      RA|     DEC|     SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|  GAMMA|GAMM_LO|GAMM_HI|  CHI_SQ_R|REDSHIFT|       LUM|ASSOC_STREN|   CL2|                 TYPE
#    |                     |     deg|     deg|        |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |       |       |       |          |        |log[erg/s]|      |           |
839|   SWIFT J1652.3+5554|253.0605| 55.9069|    9.72|                     UGC 10593|                               |253.0780| 55.9055|   14.61|   12.08|   17.34|  |   2.06|   1.81|   2.33|      0.59|  0.0291|     43.47|  1        |          5|Sy2
840|   SWIFT J1652.3-4520|253.1038|-45.3791|    7.91|                 XTE J1652-453|                               |253.0854|-45.3442|   19.17|   16.34|   22.16|  |   2.07|   1.84|   2.31|      3.11|     NA |        NA|  1        |         14|LMXB
841|   SWIFT J1652.9+0223|253.2591|  2.3972|   32.20|                      NGC 6240|                               |253.2454|  2.4009|   71.89|   68.50|   75.33|  |   1.82|   1.75|   1.89|      4.19|  0.0245|     44.01|  1        |          5|Sy2
842|   SWIFT J1653.2+2352|253.2642| 23.8320|    7.83|       2MASX J16531506+2349431|                               |253.3127| 23.8286|   13.87|   10.95|   17.07|  |   1.95|   1.65|   2.28|      0.85|  0.1034|     44.59|  1        |          5|Sy2
843|   SWIFT J1654.0+3946|253.4686| 39.7624|   60.77|                       Mrk 501|                               |253.4676| 39.7602|   85.60|   83.08|   88.18|  |   2.33|   2.28|   2.38|      4.25|  0.0337|     44.36|  1        |          7|BZB
844|   SWIFT J1653.8-3952|253.4384|-39.8837|   16.04|                  GRO J1655-40|                               |253.5006|-39.8458|   35.66|   32.53|   38.87|  |   2.00|   1.85|   2.15|      1.54|     NA |        NA|  1        |         14|LMXB
845|   SWIFT J1654.7-1917|253.6580|-19.2742|   13.47|         1RXS J165443.5-191620|                               |253.6820|-19.2720|   22.16|   20.00|   24.35|  |   2.98|   2.78|   3.20|      2.46|     NA |        NA|  1        |          9|CV
846|   SWIFT J1656.1-5200|254.0372|-52.0508|   21.29|         1RXS J165605.6-520345|                               |254.0238|-52.0614|   42.25|   39.24|   45.35|  |   2.01|   1.90|   2.12|      0.99|  0.0540|     44.48|  1        |          4|Sy1.2
847|   SWIFT J1656.3-3302|254.0796|-33.0383|   17.77|       2MASS J16561677-3302127|                               |254.0699|-33.0369|   48.84|   45.33|   52.41|  |   1.60|   1.48|   1.71|      0.93|  2.4000|     48.36|  1        |          7|BZQ
848|   SWIFT J1657.7+3518|254.4577| 35.3419|  793.81|                       Her X-1|                               |254.4576| 35.3424|  958.91|  957.13|  960.62|  |   3.26|   3.26|   3.27|  10838.45|     NA |        NA|  1        |         14|LMXB
849|   SWIFT J1659.2-1515|254.8328|-15.2746|   18.37|                MAXI J1659-152|                               |254.7565|-15.2585|   38.69|   35.80|   41.67|  |   2.18|   2.05|   2.31|      1.92|     NA |        NA|  1        |         14|LMXB
850|   SWIFT J1700.6-4222|255.0962|-42.3513|   14.61|               AX J1700.2-4220|                               |255.0808|-42.3385|   30.35|   27.78|   32.98|  |   2.51|   2.35|   2.68|      1.38|     NA |        NA|  1        |         14|LMXB
851|   SWIFT J1700.8-4139|255.2027|-41.6577|  523.21|       2MASS J17004888-4139214|                               |255.2030|-41.6562| 1097.99| 1095.49| 1100.46|  |   2.62|   2.62|   2.63|   4218.99|     NA |        NA|  1        |         13|HMXB
852|   SWIFT J1700.9-4610|255.2385|-46.1969|   46.12|                 XTE J1701-462|                               |255.2436|-46.1857|   65.02|   63.52|   66.54|  |   5.61|   5.48|   5.74|      3.54|     NA |        NA|  1        |         14|LMXB
853|   SWIFT J1701.3-4304|255.3630|-43.1224|    5.52|       2MASS J17012815-4306123|                               |255.3673|-43.1037|   11.00|    8.70|   13.50|  |   2.69|   2.29|   3.14|      0.80|     NA |        NA|  1        |          9|CV
854|   SWIFT J1701.7-4050|255.4387|-40.8494|   44.50|                 XTE J1701-407|                               |255.4349|-40.8588|  100.50|   97.69|  103.34|  |   2.31|   2.26|   2.36|      2.59|     NA |        NA|  1        |         14|LMXB
855|   SWIFT J1702.8-4849|255.7031|-48.7874|  296.16|                      GX 339-4|                               |255.7063|-48.7897|  648.33|  645.15|  651.51|  |   1.87|   1.86|   1.87|     94.66|     NA |        NA|  1        |         14|LMXB
856|   SWIFT J1703.9-3753|255.9863|-37.8441| 1684.96|                   4U 1700-377|                               |255.9866|-37.8441| 3552.30| 3549.75| 3554.77|  |   2.66|   2.65|   2.66|  16548.44|     NA |        NA|  1        |         13|HMXB
857|   SWIFT J1704.3+7838|256.1373| 78.6006|    7.84|                    ABELL 2256|                               |255.9312| 78.7175|    8.48|    7.18|    9.91|  |   3.71|   3.29|   4.22|      0.84|     NA |        NA|  1        |          3|Galaxy Cluster
858|   SWIFT J1705.9-3624|256.4370|-36.4235|  788.83|                      GX 349+2|                               |256.4354|-36.4231| 1303.33| 1301.58| 1305.10|  |   5.91|   5.90|   5.92|   1566.41|     NA |        NA|  1        |         14|LMXB
859|   SWIFT J1706.2-4303|256.5567|-43.0359|  239.50|                   4U 1702-429|                               |256.5638|-43.0358|  447.63|  445.16|  450.12|  |   2.68|   2.67|   2.69|     17.26|     NA |        NA|  1        |         14|LMXB
860|   SWIFT J1706.6-6146|256.5770|-61.7178|   34.98|        SWIFT J179616.4-614240|                               |256.5000|-61.7167|   60.48|   57.63|   63.38|  |   2.07|   2.00|   2.14|      1.57|     NA |        NA|  1        |         14|LMXB
861|   SWIFT J1706.7+2401|256.6446| 23.9664|   33.78|                    4U 1700+24|                               |256.6438| 23.9718|   47.47|   45.00|   50.01|  |   2.50|   2.41|   2.59|      2.29|     NA |        NA|  1        |         14|LMXB
862|   SWIFT J1708.6+2155|257.2360| 21.8868|    2.92|       2MASX J17085915+2153082|                               |257.2464| 21.8856|    5.87|    2.76|    9.60|  |   1.69|   0.83|   2.75|      0.45|  0.0723|     43.89|  1        |          4|Sy1.2
863|   SWIFT J1708.5-4008|257.1723|-40.1603|   12.68|           RX J170849.0-400910|                               |257.1953|-40.1480|   45.18|   41.41|   49.04|  |   1.38|   1.23|   1.52|      0.50|     NA |        NA|  1        |         10|Pulsar
864|   SWIFT J1708.9-4404|257.2296|-44.1007|  320.19|                   4U 1705-440|                               |257.2270|-44.1020|  441.71|  440.14|  443.28|  |   5.26|   5.24|   5.28|     58.44|     NA |        NA|  1        |         14|LMXB
865|   SWIFT J1708.7-3216|257.2433|-32.3406|    6.29|                    4U 1705-32|                               |257.2267|-32.3160|   15.53|   12.60|   18.66|  |   2.18|   1.82|   2.57|      0.58|     NA |        NA|  1        |         14|LMXB
866|   SWIFT J1709.4-2639|257.3766|-26.7102|   18.75|                 XTE J1709-267|                               |257.3766|-26.6556|   26.55|   24.55|   28.65|  |   3.60|   3.34|   3.87|      3.67|     NA |        NA|  1        |         14|LMXB
867|  SWIFT J1709.8-3627A|257.3348|-36.3971|   41.87|               IGR J17091-3624|                               |257.2817|-36.4070|  142.88|  139.54|  146.23|  |   1.79|   1.75|   1.83|     10.93|     NA |        NA|  1        |         14|LMXB
868|  SWIFT J1709.8-3627B|257.4667|-36.4633|   22.10|               IGR J17098-3628|                               |257.4414|-36.4663|   87.70|   84.15|   91.30|  |   1.57|   1.50|   1.63|      6.80|     NA |        NA|  1        |         14|LMXB
869|   SWIFT J1710.3-2806|257.5961|-28.1801|   24.00|                 XTE J1710-281|                               |257.5523|-28.1308|   46.27|   43.51|   49.09|  |   2.41|   2.30|   2.53|      2.21|     NA |        NA|  1        |         14|LMXB
870|   SWIFT J1711.8-3935|257.9448|-39.5010|    8.40|                SNR G347.3-0.5|                               |257.9830|-39.7020|   16.14|   13.73|   18.66|  |   2.91|   2.54|   3.33|      0.97|     NA |        NA|  1        |         11|SNR
871|   SWIFT J1712.5-2322|258.0982|-23.3501|   63.80|                   Oph Cluster|                               |258.1082|-23.3759|   93.17|   91.40|   94.95|  |   4.04|   3.98|   4.11|     17.27|     NA |        NA|  1        |          3|Galaxy Cluster
872|   SWIFT J1712.2-4051|258.1302|-40.8552|   22.72|                    4U 1708-40|                               |258.0990|-40.8427|   34.84|   33.11|   36.57|  |   6.41|   6.08|   6.77|      1.42|     NA |        NA|  1        |         14|LMXB
873|   SWIFT J1712.7-2412|258.1642|-24.2644|   33.35|                     V2400 Oph|                               |258.1519|-24.2457|   54.05|   51.98|   56.15|  |   3.26|   3.17|   3.36|      5.11|     NA |        NA|  1        |          9|CV
874|   SWIFT J1712.8-3737|258.1460|-37.6286|   54.47|              SAX J1712.6-3739|                               |258.1531|-37.6447|  122.53|  119.93|  125.16|  |   2.69|   2.64|   2.74|      4.04|     NA |        NA|  1        |         14|LMXB
875|   SWIFT J1717.1-6249|259.2522|-62.8238|   58.77|                      NGC 6300|                               |259.2478|-62.8206|  102.66|   99.75|  105.57|  |   2.01|   1.97|   2.05|     16.34|  0.0037|     42.50|  1        |          5|Sy2
876|   SWIFT J1719.7+4900|259.8608| 48.9685|   10.60|                      ARP 102B|                               |259.8104| 48.9804|   17.27|   14.60|   20.09|  |   2.02|   1.81|   2.25|      0.87|  0.0242|     43.37|  1        |          5|Sy1.9
877|   SWIFT J1719.6-4102|259.8971|-41.0044|   17.49|         CXOU J171935.8-410053|                               |259.8994|-41.0149|   36.94|   34.63|   39.29|  |   2.94|   2.80|   3.08|      2.35|     NA |        NA|  1        |          9|CV
878|   SWIFT J1720.3-3115|260.0188|-31.2874|   16.78|       2MASS J17200591-3116596|                               |260.0254|-31.2839|   37.93|   35.69|   40.17|  |   3.42|   3.28|   3.58|      7.80|     NA |        NA|  1        |         13|HMXB
879|   SWIFT J1720.5-5141|260.0695|-51.6853|    4.33|         1RXS J172032.0-514414|                               |260.1358|-51.7369|    5.91|    3.78|    8.64|  |   2.90|   2.03|   4.22|      0.90|     NA |        NA|  1        |         12|Unknown Star
880|   SWIFT J1721.7+4316|260.5375| 43.3005|    7.60|                      RBS 1640|                               |260.5083| 43.2567|   12.19|    9.41|   15.22|  |   1.94|   1.62|   2.30|      0.13|  0.1370|     44.80|  1        |          4|Sy1.5
881|   SWIFT J1723.1-2839|260.7366|-28.7203|    3.64|                PSR J1723-2837|                               |260.8462|-28.6318|   12.62|    9.03|   16.47|  |   1.41|   0.92|   1.90|      1.29|     NA |        NA|  1        |         14|LMXB/Pulsar
882|   SWIFT J1723.2+3418|260.8267| 34.3011|   10.85|                     4C +34.47|                               |260.8367| 34.2994|   16.88|   14.34|   19.59|  |   2.23|   2.01|   2.48|      0.67|  0.2060|     45.33|  1        |          4|Sy1.2
883|   SWIFT J1723.5+3630|260.8491| 36.4883|   12.22|       2MASX J17232321+3630097|                               |260.8467| 36.5028|   21.07|   18.20|   24.10|  |   1.94|   1.75|   2.15|      1.13|  0.0400|     43.91|  1        |          4|Sy1.5
884|   SWIFT J1725.1-3616|261.2994|-36.2873|   53.13|                  EXO 1722-363|                               |261.2975|-36.2831|  136.68|  134.28|  139.08|  |   3.15|   3.10|   3.19|     71.09|     NA |        NA|  1        |         13|HMXB
885|   SWIFT J1725.2-3258|261.3396|-32.9461|   13.64|               IGR J17254-3257|                               |261.3535|-32.9527|   35.90|   32.94|   38.91|  |   2.38|   2.21|   2.57|      2.89|     NA |        NA|  1        |         14|LMXB
886|   SWIFT J1727.4-3046|261.8881|-30.8022|  134.13|                    4U 1722-30|                               |261.8883|-30.8019|  344.69|  341.91|  347.47|  |   2.63|   2.61|   2.65|      6.01|     NA |        NA|  1        |         14|LMXB
887|   SWIFT J1730.4-0558|262.5944| -5.9880|   39.87|         1RXS J173021.5-055933|                               |262.5912| -5.9921|   70.73|   68.14|   73.39|  |   2.44|   2.37|   2.50|     14.43|     NA |        NA|  1        |          9|CV
888|   SWIFT J1731.3+1442|262.8464| 14.6772|    4.08|       2MASX J17311341+1442561|                               |262.8058| 14.7155|    8.13|    5.30|   11.27|  |   1.94|   1.44|   2.51|      0.84|  0.0823|     44.15|  1        |          4|Sy1
889|   SWIFT J1731.6-1657|262.9350|-16.9627|  277.19|                        GX 9+9|                               |262.9342|-16.9617|  349.51|  348.10|  350.92|  |   5.99|   5.96|   6.01|     77.77|     NA |        NA|  1        |         14|LMXB
890|   SWIFT J1731.9-1915|262.9868|-19.2395|    8.09|                     V2487 Oph|                               |262.9990|-19.2320|   16.41|   13.86|   19.08|  |   2.38|   2.12|   2.66|      1.98|     NA |        NA|  1        |          9|CV/Nova
891|   SWIFT J1732.1-3349|262.9907|-33.8350|  390.78|                    4U 1728-34|                               |262.9892|-33.8347|  926.42|  923.95|  928.89|  |   3.16|   3.15|   3.17|     11.10|     NA |        NA|  1        |         14|LMXB
892|   SWIFT J1731.9-2444|263.0074|-24.7440|  466.36|                        GX 1+4|                               |263.0090|-24.7456| 1198.82| 1195.95| 1201.69|  |   2.30|   2.30|   2.30|   2538.86|     NA |        NA|  1        |         14|LMXB
893|   SWIFT J1733.5-3325|263.3294|-33.4507|   11.90|                  MXB 1730-335|                               |263.3504|-33.3878|   25.08|   22.97|   27.21|  |   4.86|   4.49|   5.26|      0.80|     NA |        NA|  1        |         14|LMXB
894|   SWIFT J1733.3+3635|263.4393| 36.5400|    8.67|       2MASX J17333689+3631319|                               |263.4037| 36.5255|   16.49|   12.99|   20.21|  |   1.51|   1.18|   1.85|      1.60|  0.0437|     43.88|  1        |          5|Sy1.9
895|   SWIFT J1735.5-3255|263.8578|-32.9007|    9.63|       2MASS J17352760-3255544|                               |263.8650|-32.9318|   26.04|   23.30|   28.84|  |   2.63|   2.42|   2.87|      0.20|     NA |        NA|  1        |         13|HMXB
896|   SWIFT J1737.5-2908|264.3688|-29.1434|   35.08|               AX J1737.4-2907|                               |264.3681|-29.1340|  107.36|  104.27|  110.45|  |   2.21|   2.16|   2.26|      7.36|  0.0214|     44.06|  1        |          5|Sy1.9
897|  SWIFT J1737.7-5956A|264.5324|-60.0942|    5.89|          1RXSJ173751.2-600408|                               |264.4669|-60.0666|   10.63|    7.84|   13.70|  |   2.02|   1.62|   2.46|      0.29|  3.6560|     48.13|  1        |          7|BZQ
898|  SWIFT J1737.7-5956B|264.4110|-59.9584|   11.58|                ESO 139- G 012|                               |264.4128|-59.9407|   21.01|   18.10|   24.07|  |   1.99|   1.78|   2.21|      0.55|  0.0170|     43.15|  1        |          4|Sy1
899|   SWIFT J1738.3-2657|264.5688|-26.9937|   72.32|                  SLX 1735-269|                               |264.5667|-27.0044|  240.66|  237.52|  243.81|  |   2.29|   2.26|   2.31|      9.86|     NA |        NA|  1        |         14|LMXB
900|   SWIFT J1738.9-3024|264.6799|-30.4422|    5.89|               IGR J17391-3021|                               |264.7980|-30.3440|   12.52|   10.40|   14.67|  |   4.61|   3.98|   5.40|      0.43|     NA |        NA|  1        |         13|HMXB
901|   SWIFT J1739.2-4428|264.7431|-44.4509|  382.49|                    4U 1735-44|                               |264.7429|-44.4500|  491.48|  490.06|  492.90|  |   5.22|   5.20|   5.23|    318.64|     NA |        NA|  1        |         14|LMXB
902|   SWIFT J1740.0-3651|265.1202|-36.9411|    7.13|               IGR J17404-3655|                               |265.1125|-36.9273|   17.22|   14.69|   19.89|  |   2.65|   2.35|   2.98|      1.67|     NA |        NA|  1        |         14|LMXB
903|  SWIFT J1740.6-2821A|265.1776|-28.3205|   21.48|                  SLX 1737-282|                               |265.1788|-28.3022|   64.05|   60.96|   67.17| Y |   2.33|   2.24|   2.43|      3.29|     NA |        NA|  1        |         14|LMXB
904|  SWIFT J1740.6-2821B|264.8526|-28.3035|   -2.72|                 XTE J1739-285|                               |264.9748|-28.4963|    0.00|    0.00|    5.43| Y |   1.50|   0.00|   0.00|      0.00|     NA |        NA|  1        |         14|LMXB
905|   SWIFT J1741.9-1211|265.4720|-12.1852|   17.86|                2E 1739.1-1210|                               |265.4760|-12.1970|   38.93|   35.85|   42.09|  |   1.94|   1.82|   2.07|      1.39|  0.0370|     44.10|  1        |          4|Sy1
906|   SWIFT J1742.1-6054|265.4809|-60.8962|    6.07|                   PKS 1737-60|                               |265.5093|-60.9222|   10.63|    7.96|   13.53|  |   2.08|   1.72|   2.50|      1.15|  0.1520|     44.84|  1        |          4|Sy1
907|   SWIFT J1742.2+1833|265.5782| 18.5057|    6.27|                     4C +18.51|                               |265.5291| 18.4557|    8.12|    5.57|   11.10|  |   2.50|   1.93|   3.26|      0.80|  0.1860|     44.91|  1        |          4|Sy1
908|   SWIFT J1743.1-3620|265.8845|-36.3301|    5.56|                 XTE J1743-363|                               |265.7555|-36.3728|   11.62|    9.34|   14.03|  |   3.10|   2.61|   3.71|      1.44|     NA |        NA|  1        |         14|LMXB
909|   SWIFT J1743.4+6253|265.9100| 62.8357|    6.39|                  CGCG 300-062|                               |265.8225| 62.8392|    8.07|    5.90|   10.60|  |   2.44|   2.00|   2.98|      0.75|  0.0330|     43.32|  1        |          5|Sy2
910|   SWIFT J1743.7-2946|265.9593|-29.7428|  250.64|                1E 1740.7-2942|                               |265.9785|-29.7452|  936.21|  932.72|  939.71|  |   1.83|   1.82|   1.83|     99.89|     NA |        NA|  1        |         13|HMXB
911|   SWIFT J1744.6-3232|266.2722|-32.4781|    9.62|        SWIFT J174437.5-323220|                               |266.1561|-32.5389|   18.73|   16.41|   21.09| Y |   3.44|   3.11|   3.82|      0.61|     NA |        NA|  1        |         15|XRB
912|   SWIFT J1745.4+2906|266.4306| 29.1138|   12.30|         1RXS J174538.1+290823|                               |266.4090| 29.1400|   19.83|   17.11|   22.70|  |   2.11|   1.91|   2.33|      0.97|  0.1106|     44.81|  1        |          4|Sy1.5
913|  SWIFT J1746.3-2850A|266.3677|-29.1034|   50.21|                        SGR A*|                               |266.4168|-29.0078|  105.34|  102.34|  108.37| Y |   2.55|   2.49|   2.61|      9.12|     NA |        NA|  1        |         NA|Galactic Center
914|  SWIFT J1746.3-2850B|266.6342|-28.7257|   41.15|                2E 1743.1-2842|                               |266.5875|-28.7289|   76.67|   74.08|   79.27| Y |   3.52|   3.42|   3.62|      2.87|     NA |        NA|  1        |         14|LMXB
915|  SWIFT J1746.3-2850C|266.5981|-28.9165|   47.52|              SAX J1747.0-2853|                               |266.7608|-28.8830|   91.51|   88.30|   94.75| Y |   2.30|   2.23|   2.37|      3.32|     NA |        NA|  1        |         14|LMXB
916|  SWIFT J1746.3-2850D|266.3185|-28.8507|   71.76|               IGR J17461-2853|                               |266.5211|-28.8836|  105.77|  103.05|  108.49| Y |   3.07|   3.01|   3.14|      5.58|     NA |        NA|  1        |          1|molecular cloud
917|  SWIFT J1746.3-2931A|266.5050|-29.5035|   83.00|                2E 1742.9-2929|                               |266.5217|-29.5149|  170.08|  167.91|  172.25| Y |   5.06|   5.00|   5.12|      4.18|     NA |        NA|  1        |         14|LMXB
918|  SWIFT J1746.3-2931B|266.2133|-29.3762|   53.79|                   KS 1741-293|                               |266.2417|-29.3367|  123.42|  120.33|  126.53| Y |   2.33|   2.28|   2.37|     10.94|     NA |        NA|  1        |         14|LMXB
919|   SWIFT J1746.2-3214|266.5729|-32.2379|  108.03|               XTE J17464-3213|                               |266.5650|-32.2335|  360.45|  357.12|  363.78|  |   1.97|   1.95|   1.98|     11.57|     NA |        NA|  1        |         14|LMXB
920|   SWIFT J1747.6-2817|266.8244|-28.2779|   11.57|               IGR J17475-2822|                               |266.7992|-28.4388|   42.29|   39.11|   45.53|  |   2.39|   2.24|   2.54|      0.44|     NA |        NA|  1        |          1|molecular cloud
921|   SWIFT J1747.4-2719|266.8384|-27.3505|   37.92|               IGR J17473-2721|                               |266.8253|-27.3441|  148.84|  145.60|  152.09|  |   2.31|   2.27|   2.36|     12.07|     NA |        NA|  1        |         14|LMXB
922|   SWIFT J1747.4-3003|266.8579|-30.0205|   60.55|                  SLX 1744-299|                               |266.8578|-30.0004|  143.77|  141.22|  146.35|  |   3.13|   3.08|   3.17|      4.15|     NA |        NA|  1        |         14|LMXB
923|   SWIFT J1747.7-2253|266.9100|-22.8972|    4.93|               IGR J17476-2253|                               |266.8740|-22.8790|   24.61|   20.68|   28.73|  |   1.44|   1.13|   1.74|      0.32|  0.0467|     44.11|  1        |          4|Sy1.5
924|  SWIFT J1747.8+6837A|267.0552| 68.8973|    3.11|                       Mrk 507|                               |267.1599| 68.7044|    5.05|    2.56|    8.09| Y |   1.79|   1.10|   2.59|      0.90|  0.0559|     43.59|  1        |          4|Sy1.2
925|  SWIFT J1747.8+6837B|267.0217| 68.6142|    5.56|                    VII Zw 742|                               |266.7493| 68.6102|    7.09|    5.23|    9.22| Y |   2.64|   2.20|   3.17|      0.85|  0.0630|     43.84|  1        |          4|Sy1.2
926|  SWIFT J1747.9-2631A|266.9730|-26.5635|  177.99|                        GX 3+1|                               |266.9833|-26.5636|  427.51|  425.10|  429.93| Y |   6.50|   6.47|   6.54|     67.01|     NA |        NA|  1        |         14|LMXB
927|  SWIFT J1747.9-2631B|267.2294|-26.6363|   83.11|               AX J1749.1-2639|                               |267.3000|-26.6472|  140.45|  137.94|  142.95| Y |   4.33|   4.27|   4.40|     53.39|     NA |        NA|  1        |         13|HMXB
928|   SWIFT J1748.1-3605|267.0654|-36.0920|   10.60|                   1A 1744-361|                               |267.0800|-36.1210|   16.65|   14.81|   18.52|  |   4.38|   3.93|   4.87|      1.14|     NA |        NA|  1        |         14|LMXB
929|   SWIFT J1748.8-3257|267.1562|-32.8842|   10.26|       2MASS J17485512-3254521|                               |267.2297|-32.9145|   29.44|   26.43|   32.55|  |   2.18|   2.00|   2.37|      0.92|  0.0200|     43.44|  1        |          5|Sy1.9
930|   SWIFT J1749.4-2735|267.1820|-27.5094|    0.39|               AX J1749.1-2733|                               |267.2880|-27.5530|    7.69|    0.00|   13.76|  |  -1.80|  -2.77|   0.57|      1.45|     NA |        NA|  1        |         13|HMXB
931|   SWIFT J1749.4-2822|267.3151|-28.3967|   -0.40|        SWIFT J174938.1-282117|                               |267.4088|-28.3547|   17.24|   12.63|   22.05|  |   0.68|   0.16|   1.16|      5.36|     NA |        NA|  1        |         14|LMXB
932|   SWIFT J1750.2-3701|267.5547|-37.0542|   50.68|                    4U 1746-37|                               |267.5529|-37.0522|   76.22|   74.65|   77.79|  |   5.57|   5.46|   5.69|      4.21|     NA |        NA|  1        |         14|LMXB
933|   SWIFT J1750.6-2903|267.6384|-29.0143|   10.44|               IGR J17507-2856|                               |267.6024|-29.0370|   34.77|   31.61|   38.02|  |   2.41|   2.22|   2.61|      0.75|     NA |        NA|  1        |         14|LMXB
934|   SWIFT J1750.7-3117|267.7294|-31.3408|   10.08|               Granat 1747-312|                               |267.6900|-31.2920|   19.53|   17.01|   22.15|  |   3.07|   2.72|   3.48|      2.65|     NA |        NA|  1        |         14|LMXB
935|   SWIFT J1751.8-6019|268.0161|-60.3336|    8.95|       2MASX J17515581-6019430|                               |267.9825|-60.3286|   15.63|   12.77|   18.69|  |   2.07|   1.78|   2.37|      0.55|  0.1120|     44.72|  1        |          5|Sy2
936|   SWIFT J1752.1-2220|268.0476|-22.3433|   41.57|                 XTE J1752-223|                               |268.0628|-22.3423|  160.96|  157.55|  164.40|  |   1.93|   1.89|   1.97|      0.60|     NA |        NA|  1        |         14|LMXB
937|   SWIFT J1753.5-0130|268.3661| -1.4490|  620.16|            SWIFT J1753.5-0127|                               |268.3679| -1.4525| 1404.93| 1401.55| 1408.32|  |   1.80|   1.79|   1.80|     49.14|     NA |        NA|  1        |         14|LMXB
938|   SWIFT J1754.6-2619|268.7126|-26.2300|    3.65|               IGR J17544-2619|                               |268.6070|-26.3330|   15.22|   11.57|   19.11|  |   1.93|   1.36|   2.50|      3.12|     NA |        NA|  1        |         13|HMXB
939|   SWIFT J1758.3-3053|269.4788|-30.8623|    4.62|               IGR J17585-3057|                               |269.5200|-30.8630|   12.10|    9.41|   14.98|  |   2.43|   2.04|   2.87|      0.92|     NA |        NA|  1        |         14|LMXB
940|   SWIFT J1758.5-2123|269.6138|-21.3754|   10.61|               IGR J17586-2129|                               |269.6438|-21.3892|   38.55|   35.97|   41.19|  |   2.75|   2.61|   2.88|     18.14|     NA |        NA|  1        |          9|CV
941|   SWIFT J1759.9-2201|269.9519|-22.0282|    4.99|                 XTE J1759-220|                               |269.9396|-22.0275|   12.98|   10.54|   15.49|  |   3.25|   2.75|   3.87|      0.42|     NA |        NA|  1        |         14|LMXB
942|   SWIFT J1800.3+6637|270.0470| 66.6121|   12.51|                      NGC 6552|                               |270.0304| 66.6151|   23.19|   20.05|   26.47|  |   1.55|   1.37|   1.74|      0.26|  0.0265|     43.58|  1        |          5|Sy2
943|   SWIFT J1800.5+0808|270.1826|  8.1796|   12.45|                     V2301 Oph|                               |270.1458|  8.1703|   17.01|   14.93|   19.24|  |   2.95|   2.69|   3.23|      0.67|     NA |        NA|  1        |          9|CV
944|   SWIFT J1801.1-2504|270.2843|-25.0784|  623.93|                        GX 5-1|                               |270.2842|-25.0792| 1458.25| 1455.99| 1460.51|  |   5.88|   5.87|   5.89|    642.51|     NA |        NA|  1        |         14|LMXB
945|   SWIFT J1801.1-2544|270.3023|-25.7435|  314.53|                  GRS 1758-258|                               |270.3012|-25.7433| 1502.05| 1498.29| 1505.82|  |   1.70|   1.70|   1.71|    286.41|     NA |        NA|  1        |         13|HMXB
946|   SWIFT J1801.5-2031|270.3784|-20.5336|  378.63|                        GX 9+1|                               |270.3846|-20.5289|  693.73|  691.85|  695.62|  |   6.64|   6.62|   6.65|    173.12|     NA |        NA|  1        |         14|LMXB
947|   SWIFT J1802.7-2017|270.5945|-20.3730|  132.02|              SAX J1802.7-2017|                               |270.6748|-20.2881|   70.52|   68.30|   72.76| Y |   3.28|   3.19|   3.38|    294.81|     NA |        NA|  1        |         13|HMXB
948|   SWIFT J1802.8-1455|270.6894|-14.9151|   14.11|        2MASXi J1802473-145454|                               |270.6970|-14.9150|   39.74|   36.72|   42.84|  |   2.07|   1.93|   2.21|      0.72|  0.0360|     44.09|  1        |          4|Sy1.2
949|   SWIFT J1806.9-5003|271.7185|-50.0270|    7.52|                       tet Ara|                               |271.6578|-50.0915|   16.32|   13.28|   19.58|  |   1.76|   1.48|   2.05|      2.10|     NA |        NA|  1        |         12|star
950|   SWIFT J1807.9+1124|271.9331| 11.3476|    7.46|       2MASX J18074992+1120494|                               |271.9580| 11.3470|   13.96|   10.67|   17.56|  |   1.79|   1.42|   2.19|      0.63|  0.0800|     44.36|  1        |          4|Sy1.2
951|   SWIFT J1807.9+0549|271.9694|  5.8474|   10.77|                      V426 Oph|                               |271.9655|  5.8635|   14.33|   12.39|   16.41|  |   3.14|   2.84|   3.49|      0.68|     NA |        NA|  1        |          9|CV
952|   SWIFT J1808.5-3655|272.0897|-36.9754|   14.25|              SAX J1808.4-3658|                               |272.1150|-36.9790|   30.49|   27.47|   33.63|  |   1.99|   1.83|   2.15|      0.85|     NA |        NA|  1        |         14|LMXB
953|   SWIFT J1808.7-2024|272.1463|-20.3993|   10.04|                   SGR 1806-20|                               |272.1638|-20.4110|   40.90|   37.24|   44.65|  |   1.47|   1.32|   1.62|      0.94|     NA |        NA|  1        |         10|Pulsar
954|   SWIFT J1810.2-1903|272.5833|-19.0975|   20.66|                 XTE J1810-189|                               |272.5863|-19.0697|   58.37|   55.64|   61.13|  |   2.40|   2.30|   2.49|      2.81|     NA |        NA|  1        |         14|LMXB
955|   SWIFT J1810.8-2610|272.6595|-26.0968|    5.36|              SAX J1810.8-2609|                               |272.6850|-26.1500|   16.84|   13.97|   19.80|  |   2.68|   2.34|   3.06|      0.83|     NA |        NA|  1        |         14|LMXB
