No|             BAT_NAME|      RA|     DEC|     SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|  GAMMA|GAMM_LO|GAMM_HI|  CHI_SQ_R|REDSHIFT|       LUM|ASSOC_STREN|   CL2|                 TYPE
#    |                     |     deg|     deg|        |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |       |       |       |          |        |log[erg/s]|      |           |
669|   SWIFT J1321.2+0859|200.2640|  9.0016|    8.60|                NGC 5100 NED02|                               |200.2483|  8.9783|   15.61|   12.39|   19.05|  |   1.68|   1.40|   1.98|      0.90|  0.0319|     43.58|  1        |          5|Sy1.9
670|   SWIFT J1322.2-1641|200.6024|-16.7477|   16.13|                MCG -03-34-064|                               |200.6019|-16.7286|   30.99|   27.81|   34.33|  |   2.14|   1.99|   2.29|      4.60|  0.0165|     43.29|  1        |          5|Sy1.9
671|   SWIFT J1325.4-4301|201.3655|-43.0194|  606.95|                         Cen A|                               |201.3651|-43.0191| 1181.84| 1178.24| 1185.45|  |   1.87|   1.86|   1.87|      4.34|  0.0018|     42.94|  1        |          5|Sy2
672|   SWIFT J1326.9-6207|201.6383|-62.1362|  154.84|                   4U 1323-619|                               |201.6504|-62.1361|  248.71|  245.93|  251.51|  |   2.30|   2.29|   2.32|     49.04|     NA |        NA|  1        |         14|LMXB
673|   SWIFT J1328.1-2722|202.0700|-27.3120|    6.00|                       IC 4253|                               |202.0836|-27.2986|   11.48|    8.53|   14.81|  |   2.17|   1.80|   2.58|      1.98|  0.033987 |    43.50|  1        |          5|Sy2
674|   SWIFT J1331.2-2524|202.8011|-25.3993|    7.80|                ESO 509- G 038|                               |202.8079|-25.4028|   12.57|    9.10|   16.48|  |   2.18|   1.73|   2.73|      3.71|  0.0260|     43.30|  1        |          4|Sy1
675|   SWIFT J1331.6-0504|202.9866| -5.1573|    5.49|                  PKS 1329-049|                               |203.0186| -5.1620|   13.16|    9.35|   17.34|  |   1.44|   1.01|   1.86|      0.54|  2.1500|     47.67|  1        |          7|BZQ
676|   SWIFT J1332.0-7754|203.0290|-77.8464|    7.81|                ESO 021- G 004|                               |203.1692|-77.8446|   12.66|    9.51|   16.11|  |   1.82|   1.43|   2.23|      1.26|  0.0098|     42.45|  1        |          5|Sy2
677|   SWIFT J1333.5-3401|203.3732|-34.0181|   13.27|                    ESO 383-18|                               |203.3600|-34.0160|   21.52|   18.77|   24.44|  |   2.51|   2.30|   2.74|      1.01|  0.0130|     42.92|  1        |          5|Sy2
678|   SWIFT J1334.8-2328|203.6656|-23.4096|   10.25|                ESO 509-IG 066|                               |203.6652|-23.4465|   20.02|   16.50|   23.80|  |   2.00|   1.75|   2.28|      1.10|  0.0343|     43.75|  1        |          5|Sy1.9
679|   SWIFT J1336.0+0304|203.9774|  3.0043|    9.67|                      NGC 5231|                               |203.9510|  2.9990|   16.86|   13.85|   20.10|  |   2.06|   1.80|   2.35|      0.33|  0.0218|     43.27|  1        |          5|Sy2
680|   SWIFT J1335.8-3416|203.9728|-34.2979|   37.30|                MCG -06-30-015|                               |203.9741|-34.2956|   62.84|   59.88|   65.83|  |   2.38|   2.31|   2.46|      5.28|  0.0077|     42.93|  1        |          4|Sy1
681|   SWIFT J1337.7-1253|204.3813|-12.9789|    4.68|               [HB89] 1334-127|                               |204.4158|-12.9569|    7.64|    4.92|   10.91|  |   2.52|   1.93|   3.35|      0.56|  0.5390|     45.96|  1        |          7|BZQ
682|   SWIFT J1338.2+0433|204.5693|  4.5423|   45.71|                      NGC 5252|                               |204.5665|  4.5426|   87.68|   84.30|   91.12|  |   1.79|   1.74|   1.84|      0.29|  0.0230|     44.04|  1        |          5|Sy2
683|   SWIFT J1341.2-1439|205.2831|-14.6288|   11.61|       2MASX J13411287-1438407|                               |205.3038|-14.6446|   23.60|   20.18|   27.20|  |   1.99|   1.80|   2.21|      2.48|  0.0418|     44.00|  1        |          4|Sy1.2
684|   SWIFT J1341.5+6742|205.3523| 67.6757|    5.35|                      NGC 5283|                               |205.2740| 67.6723|    8.40|    5.82|   11.24|  |   1.71|   1.29|   2.17|      0.21|  0.0104|     42.32|  1        |          5|Sy2
685|   SWIFT J1341.2+3023|205.2991| 30.3808|   13.77|                       Mrk 268|                               |205.2964| 30.3781|   19.23|   16.85|   21.72|  |   2.09|   1.92|   2.27|      2.35|  0.0399|     43.87|  1        |          5|Sy1.9
686|   SWIFT J1341.9+3537|205.5069| 35.6610|   12.55|                      NGC 5273|                               |205.5347| 35.6542|   20.25|   17.61|   23.02|  |   1.75|   1.58|   1.94|      0.88|  0.0035|     41.75|  1        |          4|Sy1.5
687|   SWIFT J1344.7+1934|206.0856| 19.5692|    6.82|                  CGCG 102-048|                               |206.0653| 19.5667|   13.30|    9.79|   17.16|  |   1.43|   1.02|   1.84|      1.31|  0.0269|     43.36|  1        |          5|Sy2
688|   SWIFT J1345.5+4139|206.3320| 41.6925|   12.44|                      NGC 5290|                               |206.3299| 41.7126|   19.12|   16.49|   21.90|  |   1.81|   1.62|   2.01|      0.54|  0.0086|     42.51|  1        |          5|Sy2
689|   SWIFT J1346.4+1924|206.6046| 19.3927|    8.08|       2MASX J13462846+1922432|                               |206.6184| 19.3787|   11.20|    8.86|   13.77|  |   2.32|   2.01|   2.68|      1.64|  0.0840|     44.31|  1        |          4|Sy1
690|   SWIFT J1347.1+7325|206.6124| 73.3831|    7.24|        2MASSi J1346085+732053|                               |206.5351| 73.3480|   10.76|    8.13|   13.63|  |   1.82|   1.48|   2.20|      0.82|  0.2900|     45.47|  1        |          7|BZQ
691|   SWIFT J1347.5-3254|206.8427|-32.8860|   10.86|                    ABELL 3571|                               |206.8706|-32.8658|   13.18|   11.64|   14.81|  |   4.59|   4.11|   5.16|      1.62|     NA |        NA|  1        |          3|Galaxy Cluster
692|   SWIFT J1347.4-6033|206.8878|-60.6013|   59.30|                    4U 1344-60|                               |206.9000|-60.6178|  111.39|  108.24|  114.57|  |   1.99|   1.95|   2.03|      7.76|  0.0129|     43.63|  1        |          5|Sy1.9
693|   SWIFT J1347.7+0212|206.9502|  2.2158|    3.61|                LBQS 1344+0233|                               |206.8516|  2.3119|    4.90|    2.64|    7.90|  |   2.67|   1.81|   4.18|      1.97|  0.1085|     44.18|  1        |          5|Sy1.9
694|   SWIFT J1349.3-3018|207.3291|-30.3069|  136.79|                      IC 4329A|                               |207.3303|-30.3094|  273.85|  270.40|  277.30|  |   2.01|   1.99|   2.03|     43.93|  0.0160|     44.21|  1        |          4|Sy1.5
695|   SWIFT J1349.7+0209|207.4444|  2.0763|    8.26|                        UM 614|                               |207.4701|  2.0791|   15.83|   12.49|   19.45|  |   1.86|   1.55|   2.18|      0.53|  0.0327|     43.60|  1        |          4|Sy1.5
696|   SWIFT J1351.5-1814|207.8878|-18.2298|    9.22|       2MASX J13512953-1813468|                               |207.8729|-18.2297|   17.23|   14.08|   20.59|  |   2.21|   1.94|   2.51|      1.17|  0.0122|     42.77|  1        |          4|Sy1
697|   SWIFT J1352.8+6917|208.2403| 69.3048|   25.33|                       Mrk 279|                               |208.2644| 69.3082|   35.33|   32.87|   37.84|  |   1.97|   1.88|   2.07|      3.09|  0.0304|     43.89|  1        |          4|Sy1.5
698|   SWIFT J1353.7-1122|208.3335|-11.3947|    5.00|       2MASX J13532820-1123055|                               |208.3675|-11.3850|   10.43|    7.21|   14.02|  |   2.00|   1.57|   2.50|      1.86|  0.0688|     44.09|  1        |          5|Sy1.9
699|   SWIFT J1354.1-3748|208.5261|-37.8097|   11.00|                  TOLOLO 00113|                               |208.5640|-37.7760|   19.89|   16.90|   23.07|  |   2.28|   2.05|   2.53|      1.38|  0.0520|     44.12|  1        |          4|Sy1
700|   SWIFT J1354.5+1326|208.6185| 13.4731|    7.08|       2MASX J13542913+1328068|                               |208.6216| 13.4687|   11.51|    8.45|   14.87|  |   1.81|   1.43|   2.24|      0.66|  0.0633|     44.06|  1        |          5|Sy2
701|   SWIFT J1355.6+3524|208.9316| 35.3463|    6.75|       2MASX J13553383+3520573|                               |208.8909| 35.3494|    9.61|    7.24|   12.23|  |   1.98|   1.63|   2.36|      0.66|  0.1016|     44.41|  1        |          5|Sy2
702|   SWIFT J1356.1+3832|208.9523| 38.5544|   11.19|                       Mrk 464|                               |208.9730| 38.5746|   15.94|   13.52|   18.51|  |   2.01|   1.79|   2.24|      0.62|  0.0501|     43.99|  1        |          4|Sy1.5
703|   SWIFT J1355.9+1822|209.0119| 18.3816|    3.05|                       Mrk 463|                               |209.0120| 18.3721|    5.77|    3.17|    8.63|  |   1.77|   1.24|   2.46|      1.67|  0.0504|     43.55|  1        |          5|Sy1.9
704|   SWIFT J1356.6-1932|209.1080|-19.5233|    7.55|                ESO 578- G 009|                               |209.1529|-19.5292|   14.33|   11.15|   17.83|  |   2.20|   1.87|   2.59|      1.51|  0.0350|     43.62|  1        |          4|Sy1
705|   SWIFT J1400.9-6324|210.1457|-63.4263|   10.39|               IGR J14003-6326|                               |210.1904|-63.4285|   16.09|   13.50|   18.88|  |   2.37|   2.12|   2.65|      2.21|     NA |        NA|  1        |         10|Pulsar
706|   SWIFT J1403.6-6146|210.9527|-61.7466|    9.06|                            NA|                               |      NA|      NA|   16.69|   13.41|   20.21|  |   1.84|   1.55|   2.15|      1.33|     NA |        NA|  1        |          0|Unknown
707|   SWIFT J1408.1-3024|212.0862|-30.3829|    7.87|       2MASX J14080674-3023537|                               |212.0282|-30.3983|   14.90|   11.78|   18.28|  |   2.17|   1.86|   2.51|      0.76|  0.0235|     43.28|  1        |          4|Sy1
708|   SWIFT J1408.2-6113|212.1521|-61.1939|    6.41|            SWIFT J1408.2-6113|                               |212.1917|-61.1320|    8.75|    6.71|   11.08|  |   2.86|   2.42|   3.38|      1.00|     NA |        NA|  1        |          9|CV
709|   SWIFT J1409.2-4515|212.3336|-45.2743|    4.26|                      V834 Cen|                               |212.2810|-45.2880|    5.70|    4.09|    7.56|  |   3.86|   3.04|   5.03|      1.26|     NA |        NA|  1        |          9|CV
710|   SWIFT J1410.9-4229|212.7193|-42.4860|    6.04|       2MASX J14104482-4228325|                               |212.6868|-42.4758|   12.39|    9.34|   15.77|  |   2.11|   1.74|   2.53|      1.47|  0.0339|     43.53|  1        |          5|Sy2
711|   SWIFT J1412.9-6522|213.2908|-65.3394|  166.64|               Circinus Galaxy|                               |213.2913|-65.3390|  290.02|  287.14|  292.87|  |   2.06|   2.04|   2.07|    440.77|  0.0014|     42.11|  1        |          5|Sy2
712|   SWIFT J1413.2-0312|213.3085| -3.2092|  124.43|                      NGC 5506|                               |213.3119| -3.2075|  233.70|  230.49|  236.92|  |   2.11|   2.09|   2.13|     64.33|  0.0062|     43.31|  1        |          5|Sy1.9
713|   SWIFT J1416.9-1158|214.2407|-11.9918|    9.56|       2MASX J14165001-1158577|                               |214.2084|-11.9829|   17.84|   14.87|   21.08|  |   2.26|   2.01|   2.53|      1.82|  0.0986|     44.66|  1        |          4|Sy1.5
714|   SWIFT J1416.9-4640|214.2198|-46.6906|   10.26|               IGR J14175-4641|                               |214.2652|-46.6948|   21.89|   18.57|   25.40|  |   1.80|   1.58|   2.03|      0.95|  0.0760|     44.50|  1        |          5|Sy2
715|   SWIFT J1417.7+6143|214.4436| 61.7602|    4.07|       2MASX J14174289+6141523|                               |214.4289| 61.6979|    5.78|    3.56|    8.37|  |   1.98|   1.41|   2.64|      1.15|  0.1188|     44.34|  1        |          5|Sy1.9
716|   SWIFT J1417.7+2539|214.4223| 25.5225|    6.07|               [HB89] 1415+259|                               |214.4860| 25.7240|    5.89|    3.92|    8.37|  |   3.08|   2.33|   4.42|      1.84|  0.2370|     45.01|  1        |          7|BZB
717|   SWIFT J1417.9+2507|214.4885| 25.1330|   64.73|                      NGC 5548|                               |214.4981| 25.1368|   99.21|   96.35|  102.10|  |   1.89|   1.85|   1.93|      2.89|  0.0172|     43.83|  1        |          4|Sy1.5
718|   SWIFT J1418.8-6055|214.8562|-60.9161|    5.82|                        Rabbit|                               |214.6785|-60.9675|   10.11|    7.43|   13.12|  |   2.21|   1.80|   2.67|      0.67|     NA |        NA|  1        |         10|Pulsar
719|   SWIFT J1419.0-2639|214.8441|-26.6375|   17.85|                  ESO 511-G030|                               |214.8434|-26.6447|   36.53|   33.03|   40.16|  |   2.02|   1.88|   2.17|      0.71|  0.0224|     43.63|  1        |          4|Sy1
720|   SWIFT J1419.8-6047|215.3245|-60.5610|    5.25|                PSR J1420-6048|                               |215.0343|-60.8046|   12.38|    8.60|   16.63|  |   1.45|   0.91|   1.97|      1.91|     NA |        NA|  1        |         10|Pulsar
721|   SWIFT J1421.2-6242|215.2987|-62.7105|   29.25|                    4U 1416-62|                               |215.3030|-62.6980|   44.25|   41.85|   46.74|  |   2.54|   2.45|   2.63|      7.19|     NA |        NA|  1        |         13|HMXB
722|   SWIFT J1421.4+4747|215.3925| 47.7851|   13.33|                  SBS 1419+480|                               |215.3742| 47.7902|   16.22|   14.02|   18.54|  |   2.24|   2.04|   2.45|      0.50|  0.0723|     44.33|  1        |          4|Sy1.2
723|   SWIFT J1424.2+2435|216.1057| 24.6094|    9.99|                      NGC 5610|                               |216.0954| 24.6144|   14.41|   11.98|   17.02|  |   2.15|   1.91|   2.41|      1.04|  0.0169|     42.98|  1        |          5|Sy2
724|   SWIFT J1424.8-6122|216.3258|-61.3259|    7.38|     SWIFT J142507.92-611858.2|                               |216.2811|-61.3159|   11.19|    8.84|   13.77|  |   2.53|   2.19|   2.93|      0.97|     NA |        NA|  1        |          9|CV
725|   SWIFT J1426.1+3747|216.5175| 37.8113|    6.11|                    ABELL 1914|                               |216.5124| 37.8256|    5.67|    4.60|    6.86|  |   4.15|   3.54|   4.94|      1.41|     NA |        NA|  1        |          3|Galaxy Cluster
726|   SWIFT J1427.5+1949|216.8301| 19.8066|    7.79|                       Mrk 813|                               |216.8540| 19.8310|   11.51|    9.05|   14.20|  |   2.16|   1.86|   2.51|      1.75|  0.1105|     44.57|  1        |          4|Sy1.2
727|   SWIFT J1428.7+4234|217.1445| 42.6557|   16.69|                  1ES 1426+428|                               |217.1361| 42.6724|   18.43|   16.40|   20.59|  |   2.51|   2.33|   2.71|      0.27|  0.1290|     44.92|  1        |          7|BZB
728|   SWIFT J1429.2+0118|217.2953|  1.2840|   11.13|                      Mrk 1383|                               |217.2775|  1.2851|   17.91|   14.82|   21.25|  |   2.20|   1.93|   2.50|      0.41|  0.0865|     44.54|  1        |          4|Sy1
729|   SWIFT J1430.2-6712|217.5250|-67.2523|   10.39|         1RXS J142959.9-671447|                               |217.4996|-67.2465|   16.44|   13.75|   19.31|  |   2.21|   1.96|   2.48|      0.69|     NA |        NA|  1        |         14|LMXB
730|   SWIFT J1431.2+2816|217.7848| 28.2323|    5.24|                       Mrk 684|                               |217.7700| 28.2873|   10.51|    7.36|   14.00|  |   1.44|   1.01|   1.89|      0.45|  0.0461|     43.73|  1        |          4|Sy1
731|   SWIFT J1432.8-4412|218.1705|-44.1692|    6.95|                      NGC 5643|                               |218.1699|-44.1746|   14.74|   11.34|   18.42|  |   1.77|   1.43|   2.12|      0.87|  0.0040|     41.73|  1        |          5|Sy2
732|   SWIFT J1433.3-6116|218.3171|-61.2803|    7.93|               IGR J14331-6112|                               |218.2847|-61.2611|   10.95|    8.75|   13.37|  |   2.73|   2.38|   3.16|      0.90|     NA |        NA|  1        |         13|HMXB
733|   SWIFT J1433.9+0528|218.4749|  5.4737|   10.92|                      NGC 5674|                               |218.4677|  5.4582|   20.10|   16.79|   23.64|  |   1.95|   1.70|   2.21|      1.09|  0.0249|     43.47|  1        |          5|Sy1.9
734|   SWIFT J1434.9+4837|218.7718| 48.6521|    5.71|                      NGC 5683|                               |218.7185| 48.6619|    8.02|    5.77|   10.48|  |   1.96|   1.60|   2.39|      1.19|  0.0362|     43.40|  1        |          4|Sy1.2
